Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter	AUC - nonpromoter active	AUC - nonpromoter inactive	AUC - random
150	valid	1.12, 1.23, 1.19, 1.04	0.84, 0.62, 0.70, 1.00	0.87, 0.95, 0.90, 1.00	0.91, 0.89, 0.89, 0.94	0.82, 0.82, 0.79, 0.85	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
151	train	1.07, 1.09, 1.11, 1.04	0.94, 0.92, 0.89, 1.00	0.96, 0.98, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
151	valid	1.12, 1.24, 1.17, 1.04	0.84, 0.59, 0.73, 1.00	0.88, 0.95, 0.88, 1.00	0.91, 0.89, 0.90, 0.94	0.81, 0.81, 0.79, 0.84	0.85, 0.81, 0.85, 0.91	1.00, 1.00, 1.00, 1.00
152	train	1.07, 1.09, 1.11, 1.04	0.94, 0.92, 0.89, 1.00	0.96, 0.98, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
152	valid	1.12, 1.23, 1.18, 1.04	0.84, 0.61, 0.71, 1.00	0.88, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.82, 0.82, 0.79, 0.84	0.85, 0.80, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
153	train	1.07, 1.09, 1.11, 1.04	0.94, 0.92, 0.89, 1.00	0.96, 0.98, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
153	valid	1.11, 1.24, 1.19, 1.04	0.86, 0.58, 0.69, 1.00	0.86, 0.95, 0.90, 1.00	0.91, 0.89, 0.89, 0.95	0.81, 0.81, 0.79, 0.84	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
154	train	1.07, 1.09, 1.11, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.98, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
154	valid	1.12, 1.23, 1.19, 1.04	0.84, 0.61, 0.70, 1.00	0.87, 0.95, 0.90, 1.00	0.91, 0.89, 0.89, 0.94	0.82, 0.82, 0.79, 0.84	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
155	train	1.07, 1.09, 1.11, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.98, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
155	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.60, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.82, 0.81, 0.79, 0.84	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
156	train	1.07, 1.09, 1.11, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.98, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
156	valid	1.13, 1.24, 1.17, 1.04	0.83, 0.59, 0.75, 1.00	0.89, 0.95, 0.87, 1.00	0.90, 0.88, 0.89, 0.93	0.81, 0.81, 0.79, 0.84	0.85, 0.81, 0.86, 0.91	1.00, 1.00, 1.00, 1.00
157	train	1.07, 1.09, 1.11, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.98, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
157	valid	1.12, 1.24, 1.18, 1.04	0.85, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.90, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.80, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
158	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.98, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
158	valid	1.11, 1.26, 1.18, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.95	0.80, 0.80, 0.77, 0.82	0.85, 0.80, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
159	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
159	valid	1.12, 1.24, 1.18, 1.04	0.85, 0.58, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
160	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
160	valid	1.12, 1.24, 1.18, 1.04	0.85, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.84	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
161	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.98, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
161	valid	1.12, 1.23, 1.18, 1.04	0.84, 0.61, 0.72, 1.00	0.88, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.82, 0.82, 0.79, 0.84	0.85, 0.80, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
162	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
162	valid	1.11, 1.23, 1.19, 1.04	0.85, 0.61, 0.70, 1.00	0.86, 0.95, 0.90, 1.00	0.91, 0.89, 0.90, 0.94	0.82, 0.82, 0.79, 0.84	0.84, 0.80, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
163	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.98, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
163	valid	1.12, 1.25, 1.17, 1.04	0.84, 0.57, 0.74, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.85, 0.80, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
164	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
164	valid	1.12, 1.22, 1.19, 1.04	0.84, 0.63, 0.70, 1.00	0.88, 0.94, 0.90, 1.00	0.91, 0.89, 0.89, 0.94	0.83, 0.83, 0.80, 0.85	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
165	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
165	valid	1.12, 1.24, 1.19, 1.04	0.85, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
166	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
166	valid	1.11, 1.26, 1.18, 1.04	0.85, 0.55, 0.72, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.79, 0.79, 0.77, 0.81	0.85, 0.80, 0.84, 0.90	1.00, 1.00, 1.00, 1.00
167	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.95, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
167	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.85, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
168	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
168	valid	1.12, 1.25, 1.17, 1.04	0.84, 0.58, 0.74, 1.00	0.88, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.85, 0.80, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
169	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
169	valid	1.12, 1.23, 1.19, 1.04	0.84, 0.62, 0.71, 1.00	0.88, 0.94, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.82, 0.82, 0.79, 0.85	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
170	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
170	valid	1.11, 1.24, 1.19, 1.04	0.86, 0.59, 0.69, 1.00	0.86, 0.95, 0.90, 1.00	0.91, 0.89, 0.90, 0.95	0.81, 0.81, 0.78, 0.83	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
171	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
171	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.59, 0.73, 1.00	0.88, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.85, 0.80, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
172	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
172	valid	1.12, 1.23, 1.18, 1.04	0.84, 0.62, 0.71, 1.00	0.88, 0.94, 0.89, 1.00	0.90, 0.89, 0.89, 0.94	0.82, 0.82, 0.79, 0.85	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
173	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
173	valid	1.12, 1.23, 1.19, 1.04	0.85, 0.62, 0.69, 1.00	0.87, 0.95, 0.90, 1.00	0.91, 0.89, 0.89, 0.94	0.82, 0.82, 0.79, 0.85	0.83, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
174	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
174	valid	1.12, 1.24, 1.18, 1.04	0.85, 0.59, 0.72, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
175	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
175	valid	1.11, 1.25, 1.19, 1.04	0.86, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.95	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
176	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.89, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
176	valid	1.11, 1.24, 1.19, 1.04	0.85, 0.59, 0.70, 1.00	0.86, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
177	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
177	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.56, 0.71, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
178	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
178	valid	1.11, 1.24, 1.20, 1.04	0.86, 0.60, 0.68, 1.00	0.86, 0.95, 0.90, 1.00	0.91, 0.89, 0.89, 0.95	0.81, 0.81, 0.79, 0.84	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
179	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
179	valid	1.12, 1.26, 1.18, 1.04	0.85, 0.56, 0.73, 1.00	0.86, 0.96, 0.88, 1.00	0.91, 0.88, 0.90, 0.94	0.79, 0.79, 0.77, 0.82	0.85, 0.80, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
180	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
180	valid	1.11, 1.25, 1.19, 1.04	0.85, 0.58, 0.70, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
181	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
181	valid	1.12, 1.25, 1.18, 1.04	0.84, 0.58, 0.73, 1.00	0.87, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.85, 0.80, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
182	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
182	valid	1.12, 1.26, 1.17, 1.04	0.84, 0.56, 0.73, 1.00	0.87, 0.96, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.80, 0.80, 0.77, 0.82	0.85, 0.79, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
183	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
183	valid	1.11, 1.25, 1.18, 1.04	0.85, 0.57, 0.72, 1.00	0.87, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.94	0.80, 0.80, 0.77, 0.82	0.85, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
184	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
184	valid	1.12, 1.24, 1.19, 1.04	0.85, 0.59, 0.70, 1.00	0.86, 0.95, 0.89, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
185	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
185	valid	1.11, 1.25, 1.18, 1.04	0.85, 0.58, 0.71, 1.00	0.86, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.80, 0.80, 0.78, 0.83	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
186	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
186	valid	1.12, 1.24, 1.18, 1.04	0.83, 0.60, 0.73, 1.00	0.88, 0.95, 0.88, 1.00	0.90, 0.88, 0.89, 0.94	0.81, 0.81, 0.79, 0.84	0.85, 0.80, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
187	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.93, 0.94, 0.94, 0.95	1.00, 1.00, 1.00, 1.00
187	valid	1.11, 1.27, 1.19, 1.04	0.87, 0.53, 0.70, 1.00	0.84, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.78, 0.76, 0.80	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
188	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
188	valid	1.11, 1.26, 1.19, 1.04	0.87, 0.54, 0.69, 1.00	0.84, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
189	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
189	valid	1.11, 1.26, 1.20, 1.04	0.87, 0.56, 0.69, 1.00	0.84, 0.96, 0.90, 1.00	0.91, 0.89, 0.90, 0.95	0.80, 0.80, 0.77, 0.82	0.83, 0.79, 0.83, 0.88	1.00, 1.00, 1.00, 1.00
190	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
190	valid	1.12, 1.24, 1.19, 1.04	0.85, 0.60, 0.70, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.82, 0.81, 0.79, 0.84	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
191	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
191	valid	1.12, 1.22, 1.19, 1.04	0.84, 0.62, 0.70, 1.00	0.88, 0.94, 0.89, 1.00	0.90, 0.89, 0.89, 0.94	0.82, 0.82, 0.79, 0.85	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
192	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
192	valid	1.11, 1.26, 1.18, 1.04	0.85, 0.55, 0.72, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.94	0.80, 0.79, 0.77, 0.82	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
193	train	1.07, 1.09, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
193	valid	1.11, 1.26, 1.18, 1.04	0.86, 0.55, 0.72, 1.00	0.86, 0.96, 0.89, 1.00	0.91, 0.88, 0.90, 0.95	0.79, 0.79, 0.77, 0.81	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
194	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
194	valid	1.11, 1.26, 1.19, 1.04	0.86, 0.55, 0.71, 1.00	0.85, 0.96, 0.89, 1.00	0.91, 0.89, 0.90, 0.95	0.79, 0.79, 0.77, 0.81	0.84, 0.79, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
195	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
195	valid	1.11, 1.24, 1.19, 1.04	0.85, 0.59, 0.70, 1.00	0.86, 0.95, 0.90, 1.00	0.91, 0.89, 0.90, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.79, 0.84, 0.88	1.00, 1.00, 1.00, 1.00
196	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
196	valid	1.12, 1.24, 1.18, 1.04	0.85, 0.59, 0.71, 1.00	0.87, 0.95, 0.89, 1.00	0.91, 0.89, 0.89, 0.94	0.81, 0.81, 0.78, 0.83	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
197	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.96	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
197	valid	1.12, 1.25, 1.18, 1.04	0.85, 0.57, 0.72, 1.00	0.87, 0.96, 0.88, 1.00	0.91, 0.88, 0.89, 0.94	0.80, 0.80, 0.78, 0.82	0.84, 0.80, 0.84, 0.89	1.00, 1.00, 1.00, 1.00
198	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.97, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
198	valid	1.12, 1.24, 1.18, 1.04	0.84, 0.58, 0.72, 1.00	0.87, 0.95, 0.89, 1.00	0.90, 0.89, 0.89, 0.94	0.81, 0.81, 0.79, 0.83	0.85, 0.80, 0.84, 0.90	1.00, 1.00, 1.00, 1.00
199	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
199	valid	1.11, 1.29, 1.18, 1.04	0.86, 0.50, 0.73, 1.00	0.84, 0.97, 0.88, 1.00	0.91, 0.88, 0.90, 0.95	0.77, 0.77, 0.75, 0.79	0.85, 0.79, 0.85, 0.90	1.00, 1.00, 1.00, 1.00
200	train	1.07, 1.08, 1.10, 1.04	0.95, 0.93, 0.90, 1.00	0.96, 0.99, 0.97, 1.00	0.96, 0.96, 0.96, 0.98	0.96, 0.96, 0.95, 0.97	0.94, 0.94, 0.94, 0.96	1.00, 1.00, 1.00, 1.00
200	valid	1.11, 1.24, 1.20, 1.04	0.86, 0.59, 0.68, 1.00	0.85, 0.95, 0.90, 1.00	0.91, 0.89, 0.90, 0.95	0.81, 0.81, 0.78, 0.83	0.83, 0.79, 0.83, 0.87	1.00, 1.00, 1.00, 1.00
